review_datetime_utc,author_title,author_id,review_text,review_rating
05/31/2022 19:20:01,Molly Hynes,115395410521583276081,"White, yellow and orange trails are my favorites.",5
05/31/2022 12:27:55,Nery Esteban,110862741640403693776,Good place,5
05/30/2022 18:56:18,Sharon,114672846602750807131,"Lots of woods,peaceful nice hiking trails",5
05/30/2022 18:14:45,Chris River,107107447813548273642,Wow,5
05/30/2022 16:56:33,Rafael Jimenez (Raf),101067744119888883709,Nice place to unwind by the creek or walk the nature trails.,5
05/30/2022 02:04:26,Skip Heayn,110269263017743329426,Absolutely beautiful!!! If you love nature and walking this is a wonderful place to do it.,5
05/29/2022 18:30:39,Jeff Kirby,101875645621672134237,Get place to go for a hike or a run.  You won't realize that you are still in the city.,5
05/28/2022 21:30:39,derrick murphy,109283005279606902025,"Great park, parking issues limited parking spaces.",5
05/25/2022 20:11:54,Raymond Schwartz,117796299871557302586,Beautiful sights and sounds. The trail in places is a little rough but worth it,4
05/25/2022 12:48:47,david rose,109981065025175471057,Amazing trails and view,5
05/24/2022 23:37:56,SPOILT-226,107874609116755365719,We went over the weekend of May 22nd. Was actually horrible… disgusting and trash everywhere. The entrances were blocked off due to a wedding but made it very hard to park and find the opening.,2
05/24/2022 22:57:31,Cristy Vargas,117673912876511921771,💓📸,5
05/24/2022 13:07:49,Dan G,103467199095942736997,"Nice trails, well kept...can stay on the gravel parts, or venture on to some of the more interesting terrain on the east side. Public bathroom right by valley green inn",5
05/24/2022 00:32:53,Kevin Saint Clair,116593376130424502044,Just don't go on nice weekends.  No place to park and very crowded.,4
05/23/2022 21:33:04,Nupur Agnihotri,110803895510387936591,Nature at its best!!!,5
05/23/2022 13:16:37,Jesse Wilson,117986505368280087181,"Best kept, not so secret, destination in Philadelphia.",5
05/21/2022 16:49:00,Joe Duell,115846180293698943913,Cool park!,5
05/18/2022 22:54:50,Paul Salmon,105565296320844083464,"Beautiful trails, plenty of good people out and no litter.",5
05/18/2022 14:23:46,Karam Alazmeh,112953614433077786200,"Great place for what it is. I won’t expect a lot from the park, but it’s a nice place to hang out and walk through its trails",5
05/17/2022 17:31:43,Laura Black,114015762971346443006,"Beautiful and serene. Cyclists, walkers and dogs.",4
05/16/2022 13:01:56,LeRoy Decker,101857851457638017721,Had a beautiful long walk through the Wissahickon Valley Park.,5
05/10/2022 21:20:42,Ronald Selby,114317841361916559276,Very nice and peaceful.,5
05/08/2022 23:13:18,Darlene Hartt,117408644277889635952,Loved it very peaceful,5
05/05/2022 17:54:09,Jesse Staton,106116336833359463728,"A really good place to go for a trail run and to take in some great views or go fishing. A large variety of trails that will take you on many challenging runs throughout the park.

I would also recommend you bring your family alot for a nice picnic 🧺.",5
05/01/2022 20:08:40,Jesse Staton,116321565606316737127,A really good place to go for a trail run.,5
05/01/2022 12:25:02,JULIE “Taila” TAILIA,108197203652428581565,Fun walking around and flirting,4
04/30/2022 16:44:03,Leilani C.,116655939539790150177,Stumbled here because I got lost en route. Lol,3
04/29/2022 19:34:10,Robert Leitch,107406128949489857496,Super fun spot to mountain bike. Something for all skill levels. Can be crowded from hikers.,5
04/28/2022 19:53:21,Juanita Harris,110304456331057012469,This is a beautiful park. I have visited many times and volunteered a couple. The park is really big with plenty of space to bike and walk. It's nice to sit down by the creek and also a beautiful place to take photos.,5
04/27/2022 12:00:06,Luat Pham,118056959523322971849,"Great place to take a walk, hike, or run. No entrance fee, parking right inside by the trail",5
04/26/2022 10:53:23,E Savaria Jr,103994391953412960910,"Sure, NYC has Central Park, but we have Wissahickon Valley Park in Philadelphia.  Specifically, Forbidden Drive.  Absolutely beautiful place in all seasons.  Walk, bike or horse ride the well maintained paths and trails.  Stop at the Valley Green Inn for a delicious lunch or dinner or bring your own picnic.  There's a quaint cafe at one location.  Say hi to the ducks and squirrels.",5
04/25/2022 18:20:54,Tracey Hull,106758971863795468973,There nothing in the park but dead trees. No beauty at all. Nothing for small children or adults to see or do. Same view every year I've lived in this area for 60 years and nothing has changed. Please pick up the dead. 🤗,2
04/24/2022 14:17:42,Nel M,117508968292424771525,NICE HIKE AND BEAUTIFUL GREENERY,5
04/23/2022 20:34:14,Eddy Arias,116025924606875908800,Very nice park to enjoy with the family.,5
04/22/2022 20:32:54,Mike henninger,117166260679079752197,Sunday funday,4
04/21/2022 18:22:16,Michael Mangini,101782335377584419076,I love this park. It's 10 mins from my house and I go all the time. Great for hiking and mountain biking. My only complaint is that it definitely gets crowded but that's expected.,5
04/21/2022 11:36:27,Steven Lee,100497891955610930751,Phillys best kept secret!,5
04/20/2022 12:11:22,Fay,117707725753762836700,"Best place to experience the outdoors, in Philadelphia.
There are 67 miles of trails for you to walk, hike, bike, of run.
You can fish or swim in the waters.
You can bird watch, or forage.
There are many access lots for parking.
There is a restaurant and a cafe along the main trail that you can take a break at.
There is a public restroom.
The park is well taken care of -- there are many volunteer opportunities!",5
04/20/2022 01:51:03,Marie Messler,116052258375074302519,A beautiful place! And you're in the middle of Philly and you don't even know it!,5
04/19/2022 21:04:41,M J,117628324887284607606,Decent trail for being so close to the city. Check out Devil’s Pool if you visit.,4
04/18/2022 19:34:23,Ron Marshman,101153504342759345729,Crown jewel of the city!,5
04/15/2022 18:50:37,Kevin Robinson,116518160527856144081,Great place run and meet folks.,5
04/14/2022 20:19:40,Olga Ashby Bacon,100101445382538467846,The scouts and I enjoy coming and having our meeting in the park.,5
04/13/2022 11:24:35,Daryl Dixon,101879195881142794111,Omg I love these woods.  Enough trials to keep even an experienced hiker like myself busy for weeks.  Highly recommend.,5
04/13/2022 00:44:13,Gera “AsGuerra” N,103263974089843445779,"For tasty running, cycling,  walking etc.",5
04/12/2022 23:27:32,Allen Barkus,101154999910778566601,"The Wissihickon Valley Park is one of my favorite places in the historic village of Chestnut Hill in Philadelphia. When one enters the park you get the feeling of entering another era with a feeling that you are nowhere near a major city. The park is 2,000 acres with 50 miles of hiking trails that I try to use as much as possible. There is also an historic Inn, the Valley Green Inn, that is a great spot for brunch and romantic dining. The Inn is also a popular spot for wedding receptions, with weddings also performed in front of the Inn.",5
04/12/2022 12:33:55,Mario Martinez,101616665382500990454,🥰🥰🥰🥰🥰,5
04/09/2022 14:39:22,Tim Rooney,113923832933702158610,Beautiful Trails,5
04/08/2022 21:40:54,Commonwealth of Pennsylvania,105671076767031313200,Good place,5
04/08/2022 17:37:08,Akhtar khat,109549550021512037403,Nice place to have a walk,5
04/05/2022 21:18:48,muadh AbdulMajid,100683680838726909172,Great place to relax your mind,5
04/03/2022 14:36:55,Lizzie Mueller,116038968336874302107,"Great place for a hike. There's lots of different trails for different terrain abilities and scenes. Lots of little waterfalls and a few cool bridges to see. A good spot to take kids. I'd say the difficulty of most trails are minimal, just watch for spots that have lots of rocks and roots where the trail becomes a little thin. Also a good spot for fishing.",5
04/02/2022 19:20:10,Anthony Bauer,101197086509925027971,Went fishing there. Beautiful.,3
04/02/2022 14:40:59,Gordon Gregory,111423117986401247897,One of our favorite places to go hiking,5
03/28/2022 00:58:52,Mechelle Kelly,102509576704624647042,I absolutely love this place. It is serene and I felt at peace.,5
03/26/2022 21:55:56,Amigos Del cosmos,100735991640390374181,Excelente lugar,5
03/23/2022 01:28:15,Brian McInerney,103492429914613607942,Beautiful spot,5
03/22/2022 22:14:51,david baker,100035574598269239329,best thing about philadelphia.,5
03/21/2022 22:01:45,Karem Espinosa,101646246128842857106,"This place is huge. It has several entrances and It can be confusing when you come back twice, or several times.. We marked the valley green Rd as favorite way to get there. As you park here, you have access to restrooms, a restaurant, horse ride, you can bring dogs, bikes, strollers, cayaks, the whole family, go for a run, hike. It's a place to feel free. As a mother I wouldnt come here alone on week days, for safety reasons.. Since It's too lonely. But, weekends it's fine. But, it tends to feel safe in general. There are parts where the dogs can get in the water, and the walks are infinite for the family. We love it.
➡️Use your precautions for ticks on your dogs, and mosquito bites it's a wild park!
✅Get Cámaras ready it has amazing panoramas
✅Bring your water
✅Snacks
✅Baby stuff (if needed)
😎 Enjoy your walk 🚵🚶🚶",5
03/18/2022 12:25:43,Reid Mitchell,113213972697050330844,Good food. Nice staff,5
03/18/2022 11:11:15,Henk Loeffen,114128772389812534098,"Great for a walk, or to take out a mountainbike.",5
03/14/2022 02:12:18,LEO BOUMAZA,107681938522530166849,I love this park,4
03/11/2022 18:36:22,Robert C Outterbridge Sr,115102535988923383482,Beautiful. All year long. Love seeing the seasonal contrasts!,5
03/11/2022 04:41:20,Samuel Davis,105516347535144734007,Great park.,5
03/11/2022 00:49:24,William Truszkowski,105750066689388193637,Stopped in for a few minutes to hunt for garnet. Found a few fairly quickly. Nice quiet area and very peaceful.,5
03/10/2022 01:23:36,Sheila and Wesley Cummings,106508804086817225296,"So many trails, I didn't know where to start! The orange trail was challenging, beautiful and interesting.  My son and my dog loved it yoo!",5
03/08/2022 21:44:20,MP 5,117099876364698329387,Biased bc this park is basically my backyard. It’s part of my daily run/hike routine with the dog. Miles worth of trails that are fun during all four seasons. The creek is accessible at multiple points. Just wish more people would keep their dogs on leash on the trails. Go to Rolling Hill park if you want your dog to explore leash-free.,5
03/07/2022 00:04:22,Leanne Michele,111639868676102549201,This park is gorgeous! Great for running. Not great if you need a restroom. I Couldn’t find one the entire visit. Go before you go to the park.,5
03/06/2022 21:51:10,Joseph Alfonsi,112985857950518236047,Literally a million adventures await you here. So many trails and paths and you can also make your own. Wether winter or summer the beauty is spectacular. Was there again today and found yet another new area.,5
03/03/2022 12:21:48,Elmer Interiano,110506583788133364678,Amazing experience,5
03/03/2022 00:54:07,John Miklos,101503762208738718290,"A huge, rugged, urban park that's perfect for hiking or just getting lost in the woods",5
03/02/2022 16:18:07,Steve Hagerty,113377068632207314566,It was cold the paths were  wry muddy.,3
02/28/2022 07:36:52,Theresa Minnick,110181637381704412560,Nice park tucked surprisingly in the middle of a densely populated area.,4
02/26/2022 17:17:42,Jill Greway,101380675723151164980,"Woof, that parking lot on a busy day! Also, restrooms were closed - so go before you go! Great wide walking trails.",4
02/26/2022 10:04:35,Mary Leister,118230458617380578456,We went hiking with the goats.,5
02/26/2022 03:09:00,Patrick Diviney,102339072060908786512,The trail is nice,5
02/24/2022 03:15:44,Kevin Dillard,105467010875428535269,Peaceful,5
02/21/2022 18:18:26,Beth,102721028899984173029,"Beautiful trails for solo walks along the creek bed and through park. Good place to bring the kids & dogs, but note it can get muddy! Watch out for some bikers, who may not slow down around curves.",5
02/20/2022 23:50:52,yashanda bennett,102197677845390473693,"Beautiful and Peaceful pathways, definitely a place to get some alone time and take long walks to think! You should definitely go on  Beautiful day!",5
02/20/2022 20:27:41,Vanette Jordan-Lumogo,104858177416562726164,Muddy right now so be prepared. Just started weekly walks and really love it.  Looking forward to being out there in the later Spring and Summer.,5
02/19/2022 21:50:38,Amit Sharma,109321554420126125077,Amazing place for trekking 🥳,5
02/18/2022 01:17:22,Lynne Schleifer,101595075519720610855,"Pleasant, interesting walk through woodsy area.",5
02/15/2022 02:35:23,Matt Simon,105123569697044103455,"Only getting better. 1st time back after many years. Still as great as I remember. Hiking, biking, horse riding - something for everyone in the city.",5
02/13/2022 22:19:10,Matthew Harris,115396249316292074440,This is a beautiful place for the family. It has walking trails and bike trails. It has a playground.,5
02/13/2022 03:31:51,Kevin Derr,113345260802195275029,"Great but of wilderness on the middle of Philadelphia. Great for a bike ride or a run,and for a walk.  The trail is a bit rough do to storm damage and ongoing repairs..",5
02/12/2022 02:48:21,Nicholas Banton,109322724464599787929,"Wissahickon Valley Park is a beautiful escape into nature nestled in the midst of one of the most populous cities in America. Each season brings out a different characteristic of the park so you'll discover  new vistas throughout the year. Moreover, the trails are easy to moderate and suitable for anyone motivated to go for a walk.",5
02/10/2022 13:12:35,Glen Vosgerichian (TheGlenerd2),103988378831806979229,Wissahickon is my go-to hiking spot near me. It's incredible to believe sich a beautiful landscape is right near the city. I encourage everyone to check it out. The trails are very clean and well maintained. I thank all the volunteers for their hard work.,5
02/07/2022 17:26:53,Jeff Smith,102885602698869783272,"great hiking, take the ""high road"" spurs for a more interesting day",5
02/07/2022 14:43:43,Gregory Milbourne,105936129937536174491,Great running trails,5
02/05/2022 05:12:38,David Baker,108993061426858919527,best thing about philly,5
01/31/2022 17:15:21,Wilmer Flores Val,113123230811675234473,Excelente lugar para ejercitarse,5
01/28/2022 20:58:07,leroy Reed,104228923951407078291,The fact that you're showing this place as penndot . Really screwed me up today,1
01/26/2022 21:25:40,Ruben Martinez,108237325213962327616,"Good hiking trail, decent bouldering and good mountain biking trails, all within minutes of philly",5
01/26/2022 13:20:29,Shellz777 G,106685078057050145462,Just beautiful and relaxing,5
01/19/2022 22:46:14,George Dennis,105715398621800702484,Serene.,5
01/19/2022 20:32:44,Alden,116628993790002622001,This is where Saul High School is and it is an agricultural school.  It was cold now but I was able to get some pictures of cows in a barn.,4
01/18/2022 00:11:56,Elsa Nunes-Ueno,108088516908512966638,Gorgeous walking trails,5
01/17/2022 12:50:09,adriana rivera,110271683503590652604,Wondeful trails. Has one for everyone. Will come back,5
01/13/2022 22:39:01,em shelly,115390269091035911263,Lots of different trails and things to see! A great park,5
01/05/2022 23:18:13,Lee Silverman,101840900742605855199,The best inner city park in the world!  A real Philadelphia gem.,5
01/02/2022 17:23:58,Chris Ierley,108944099388386077171,Great place with in the city to get away from the traffic and hustle bustle of city life. Can get crowded at times during the summer around Devils Pool. But others than that other areas of the park are quiet.,5
01/01/2022 21:14:53,Spartan 117,100515665090761434375,Very nice place to walk.,5
12/31/2021 21:58:23,Ashish Gupta,114193975499227101461,Be here to relish the outdoor like no other place,5
12/29/2021 23:21:13,Jacob LaBorde,117525129259974312884,Great flat trails and also jagged nature trails for whatever you are into at the time.,5
12/26/2021 23:03:17,Blair Chirdon,117693267973448867664,Nice natural area.  A little run down and minimal play equipment but still the children had a good time.,4
12/21/2021 18:24:44,Rubens Morales,112699064058759900012,Conhecendo arquitetura do EUA,1
12/21/2021 05:31:46,Shannon Sims,100811146472733109828,This park is a great way to escape the city without even leaving. Fun trails and always something new to find/see. Would love to see more people pack out their own trash rather than liter.,5
12/20/2021 02:23:06,Gordon Harwood,110628640134392147510,Great hiking,5
12/20/2021 01:29:22,JUN HONG CHOU,102124201438039026402,"Forbidden drive!  great place for walking,  hiking, and biking!",5
12/17/2021 06:23:12,Josh Smith,100014039788684262665,I like the atmosphere and environment. 👌🏾,5
12/16/2021 20:10:34,Daoud Steele,107730941435371110565,"A lifetime's worth of spots to walk, bike, run, chill",5
12/16/2021 04:20:19,Stephanie Huston,115931767669009986961,"A hidden gem right outside of Philly. Easy to pop in for a quick hike, bouldering session, or climbing! Worth taking the time to explore.",5
12/15/2021 20:58:18,Diane Sharp,100374265661923847381,A gorgeous natural space in the middle of the city!,5
12/14/2021 06:45:53,Larry Palmer,104557692510068234718,Great to walk enjoy view with family and or exercise see waterfalls,5
12/13/2021 12:14:50,THINK GLOBAL ACT LOCAL,105618005208151924217,"Photogenic
Ppl exercised, dog walked, coffee sip strolls,
Nice environment",5
12/13/2021 01:53:10,Jesse Cummings,113000131422810797469,Nice park to chill at,4
12/10/2021 19:07:33,Thomas Nickel,112433758484270364827,"Best outdoor space to get a great nature walk/hike, bike, horse back ride or just sit by the river in an urban environment!!",5
12/05/2021 22:06:25,C BM,117909573892524738663,Best green space in the philadelphia area,5
12/04/2021 02:42:39,ellen segal-smith,109639250904650157006,Lovely setting.,5
12/03/2021 20:05:40,Penny Kroll,112293354625249722656,"Beautiful, easy hike along running water. Easy, gentle walking path.",5
12/03/2021 01:24:09,Saberah Sayeed,102221966208227647938,"The best trails near Mount Airy , you can go for a much needed walk or even have a lovely picnic, this park even has a restaurant which sells amazing food.",5
12/01/2021 03:52:00,Courtney K,115223554713360637647,"Great local park with tons of trails available! Not generally *too* busy, but parking can definitely be a pin later in the day.",5
11/30/2021 05:54:22,Kevin Lyons,115921056762624324226,We were there as it was getting dark so it was hard to see.  The surface of the trail is more level and soft than a typical hiking trail.  The trail is 10 feet or more wide.  It was designed  as a bridle path and is still used by horse riders. So if you are on foot be careful where you step. Thus it's best to use in daylight.,4
11/30/2021 00:28:17,Dee B,111638889725025863313,Beautiful park,5
11/27/2021 20:22:17,John Krick,104878628519080210628,Great Place to hike and explore. Could use some additional bathrooms,5
11/26/2021 00:31:52,mauricio villanueva,109432646502380459509,Hermoso lugar para caminar y hacer deporte en bicicleta,5
11/24/2021 16:46:56,Infinite Soul Love Warrior,110551023077342535085,"I love hiking these trails!!! Nature is necessary and we must show more appreciation. Awesome park and the Friends of the Wissahickon keep it clean and hikable for us!! Together we can help keep it clean by not littering and pickin up after our dogs. (There are many garbage cans along the way.) Thankful for Friends of the Wissahickon for keeping this park protected and beautiful. 🌺💜🌳🌞🌳💜🌺

P.S.

FOR ONES WHO TAG TREES AND NATURE:

Graffiti should not be done on trees, rocks or ANYTHING NATURAL!! Graf-writing has a real life history. Whoever tags trees and such must not be aware of this. You should research the history of the 4 elements of hip hop including the purpose of Graf/tagging and appropriate locations to do so at. Please stop vandalizing Mother Nature! 🤨🧐",5
11/23/2021 12:25:36,Raj,101099233674194681351,Great outdoor park. Nice trails.,4
11/22/2021 00:46:40,Jose Baez,109238395340407939781,"A fun park to spin pedals, walk and run.",5
11/20/2021 20:02:22,Edward Lee,102838080178270447203,So beautiful and wonderful foliage. Hilly but not too dangerous or difficult,5
11/20/2021 15:07:06,Dawne,103740471028092730113,"As always, I enjoyed a wonderful hike with a friend and their dog. We explored some of the newer trails in Cresheim Woods on a brisk but sunny day!",5
11/17/2021 19:02:40,Tracy Sung,106835519281052856242,"Perfect place to stroll through the fall foliage! And it's so close to Philly. We went Monday morning and we pretty much had the place to ourselves. There were beautiful streams, creeks, pretty stone bridges and so much more! Very easy trails and plenty of space to bike, run or walk leisurely.",5
11/17/2021 14:05:57,Michael Henne,111753796463937027292,Beautiful for walks...,4
11/15/2021 23:15:32,Steve Noon,116039609142497838630,A great city forest area,5
11/15/2021 01:52:03,Michael Harris,104019518704463572895,Great urban park. You would never know you were in Philadelphia. We just took a short walk. The trails are easy. Beautiful!,5
11/14/2021 19:07:28,Sara Mahan,105204316770190525573,Beautiful! Friendly people.,5
11/14/2021 18:55:57,Sarah Kirsch,101294369098833727460,"Beautiful as always!  Great for a romantic stroll, walking your dog, a jog, or even biking!",5
11/12/2021 05:05:12,Heidi G,104746492818620309223,"Beautiful park. Some dog owners need to learn to keep their dogs on a leash. Whether well behaved or not, some people have been bit by dogs and don't appreciate it. Some people have dog reactive dogs properly leashed and don't need the additional stress. Leash laws need to be enforced here so everyone (including dogs) can enjoy the beautiful park.",3
11/11/2021 07:24:48,Howard Henderson,115851542537849261574,"This park is a breath of fresh air, literally! Where else in the city can you go for a jog, and hear ducks 🦆 quacking?",5
11/08/2021 02:44:35,satyabrata jena,112632956753465064575,Amazing place to refresh your self.,5
11/07/2021 21:30:31,cherrsaw1,112837326971585630704,"Beautiful area to hike and explore.
Quite a few trails to go down.
Well maintained",5
11/07/2021 19:46:24,Sushant kumar,109074325018230610469,Very nice place for hiking and picnic. Fall season is the best.,5
11/07/2021 11:07:37,Leonard Emile Taylor,105268934725270148493,"Scenic, great paths, bucholic and I felt safe.",5
11/07/2021 02:04:12,Steven Ozer,117626439357224666072,"Wonderful trails, one of the best parks in the Philadelphia area.",5
11/07/2021 00:46:35,Hoa Duong,104499441359723484561,Beautiful and a lot to explore,5
11/06/2021 13:04:34,Bhuv S,117909414071310217862,An absolute beautiful hike. The trails are great and fall walks are not to be missed.,5
11/05/2021 21:21:15,Tracey Rockmore,113758187297261772110,Great,5
11/03/2021 18:52:03,C R (Christy),101635731076883680803,Love this place.,5
11/02/2021 21:46:58,Winnie Gomez,114419131373503636681,"We're in love with this park , the trails are great the river is beautiful",5
11/01/2021 15:35:32,Kyle Goodman,113841921555111339610,"Wow, wow, wow what a park to have so close to the city. We parked at the Blue Bell parking lot and started off on the orange trail. Right away we noticed that the trails were well labeled and maintained. AllTrails was accurate and a valuable resource when navigating the many interconnected trails. Hiking, running, bouldering, horseback riding and mountain biking are all on offer here and we saw people enjoying each of them. We wound our way down to the creek after passing under the Walnut bridge. We would go on to pass under the bridge two more times. One where the arches are decorated in stunning art.

The point we wanted to reach was Hermit's Cave. While the cave itself wasn't much, the journey to get there was delightful. In all we hiked 3.6 miles with 450 ft of elevation gain. We are already excited to return here and explore more. Tentatively planning to try out trail running next weekend.",5
10/31/2021 22:48:51,shane leddy,116065014310617187244,Love love love this park,5
10/30/2021 22:00:38,Darm,113011488317671782558,Beautiful place 😍 Go early when the air is nice & crisp 🙏🏽,5
10/28/2021 23:59:51,Lady Di (Quatre saisons),112534895835071606754,Most beautiful than any other,5
10/28/2021 23:46:59,Steve George,109931841318169921413,Nice place    take the dog! A great walk!!,4
10/28/2021 20:38:36,lake feet,106313443202474070888,"Very fun. Rockier than I'm used to, but it was nice when I got the hang of planning each step as I walked. Lots of variation in trail width and length. Would go again !",5
10/28/2021 20:03:09,Richard LaBorde,114946665315036503062,Fall walks on the Wiisahickon are not to be missed….,5
10/26/2021 03:49:23,Benjamin Corsino,101106674557517160379,A quite reprieve from cars and noise. A calming effect that reminds me who I am and why we must protect nature.,5
10/26/2021 02:07:28,M Smith,107286182132164627176,"Great natural riverbank space for walking, biking, relaxing,  hanging out, or feeding ducks. Extensive network of trails along river and up on higher ground.",5
10/26/2021 00:14:10,Andrew Brenner,114066976080097734659,Beautiful wooded park minutes from downtown Philly,5
10/25/2021 18:33:55,Amanda Jane Wall,114575121955898950563,"Great place, trails are pretty clean. Great for novice hikers and dogs!",5
10/24/2021 22:30:15,Donna Holland,106657068793115097507,"Always my happy place! Beautiful, rustic, friendly smiles along the trail, diverse...
You can walk/ride a bike on the paved path or take a hillside hike...
In either case my dogs and I love it!",5
10/24/2021 15:53:06,Graciela Paredes,104884659055368493667,My favorite gateway close to downtown Philly :),5
10/24/2021 12:26:14,Maggie Razzi,105405536140606999057,Nature in Philly 🙌 .. amazing River and wildlife .. take a breathe and relax and breathe,5
10/23/2021 09:55:05,Maureen Haislett,113014606365102333020,"Great spot to hike, relax and breathe. Full of history and nature. Highly recommend...",5
10/23/2021 09:09:49,Dionna Hodge,104240351033922257472,I loved it my children loved the water and ducklings and ducks,5
10/22/2021 01:35:16,Deseri McLoyd,111383569086222338958,Awesome!,5
10/21/2021 17:25:27,Jeff Rhoden,101979958036514651298,Cool trail right in the city. Wish we could have spent more time there!,5
10/21/2021 00:31:53,Isabelle Miller,109809849215211259996,Me and my Sha Loved it.,5
10/20/2021 23:20:05,Jim Elliott,101853326749016603877,Awesome Fall walk.,5
10/20/2021 10:45:47,Kentu Malik,113291664959389689454,It was very good,5
10/19/2021 11:52:12,Alexander Uman,110927797614489605952,"One of my favorite places in the city to “getaway” without really going that far. Excellent for hiking, dogwalking, running and more.",5
10/19/2021 01:21:41,Kiriath Ortiz,113017635481670931440,Good park for walk and being with the family. I love this park!!!,5
10/19/2021 00:38:54,cosmin ioan,106831512270080747683,"Loved the pathways, the river, the watterfalls. Exceptional falliage during autumn. Perfect spot for an engagement. :-)",5
10/17/2021 22:15:51,Joshua Metzger,104148868696459147301,Love going on hikes here with my German shepherd!,5
10/17/2021 07:30:40,Jeng-Ru Wu,110980346422223245970,Perfect place for a walk in the nature! Calm and refreshing.,5
10/17/2021 00:55:41,Bonnie L,116945989993953207266,Wonderful quiet trail. Good for kids 3+ and pets. It is rocky but nothing crazy. Lots of off trail areas for kids to explore.,5
10/16/2021 20:04:35,May Chan,108257731999282536430,"Great gem for an in city park.  So large and so many small trails to explore. Lots of different parking lots at different sections of the park.  Great for walking, trail hiking and running, some small boulders for climbing and picnicking.  Some parking lots will get full especially on the weekends.",5
10/15/2021 04:55:41,nation of gandhis,112603417962331684895,Largest city park this side of the northern border. Thank you WPA!,5
10/14/2021 14:26:56,Kendria H,106899205038655000156,"Love this park, the trails, the trees, the river, its all fantastic.",5
10/13/2021 01:59:44,Nora Schnure,115834925748803527909,Beautiful.,5
10/12/2021 13:46:35,Abdul-Wuldud Hatcher,103884081419425565811,Come out take a hike enjoy the scenery,5
10/12/2021 03:04:55,Karl TheDude,113080481345179729823,Beautiful,5
10/11/2021 02:30:54,Tejung Gloria Li,114820495544191786409,好讚的步道而且很美！ 路上都是倒下來的樹幹,5
10/10/2021 13:51:15,Rabe Königin,110229746588514546893,Forbidden Drive is a perfect hike for the weekend. Trails are clean and beautiful.,5
10/08/2021 15:55:04,Hernán Felipe Angamarca Urgilés,114702101229218288660,Muy lindo,5
10/08/2021 02:23:18,Walter Graham,100023129177481308430,"As most people said, it's a wonderful place for a walk, a hike, a run, or a bike ride. And bring along the pup! Great parking, reasonable choice of well maintained trails and a great historic restaurant located right in the middle.",4
10/05/2021 23:19:49,SILVERNURSE RN,116599325930589270368,"Great hiking experience, love coming here.",4
10/04/2021 22:29:18,Massiel Pereira,111816559839892069401,"Beautiful park, perfect for a low risk hike",5
10/04/2021 17:50:26,Joshua Rubinsky,115777096331915681750,Great spot. My dog went swimming,5
10/03/2021 21:28:59,Alicia Lazaro,108411310051463157443,Un lugar hermoso.,5
10/03/2021 02:22:18,Vicki Rothbardt Oswald,111025457573292799240,Beautiful park in Philadelphia,5
10/01/2021 13:51:57,Nunna Business,105546933357285775793,This is one of my favorite Philly trails BUT Philly...PLEASE remove this eyesore. This Porta potti has been here for several weeks. It's time to remove it. Let's keep our parks clean and clutter free.,5
09/28/2021 04:01:47,Christopher Murphy,117146550731545639034,"Beautiful Oasis in Northwest Philly. You can walk, bike, jog on one side of Wissahickon and hike on the other.",5
09/27/2021 23:25:15,Kevin Bonanno,111412098082355135064,I always enjoy hikes here at any time of the day.,5
09/27/2021 21:27:26,Nick Rubenstein,115720070749662355260,Please don’t tell anyone about how amazing this place is. It’s already too hard to find parking.,5
09/27/2021 01:58:13,Kari A,102795984525570878675,Very peaceful and amazing trail,5
09/26/2021 18:21:36,J. Gracia,105105104591052095921,"Not crowded, very well kept.",5
09/26/2021 01:21:47,Bruce Fitzpatrick,116077776147938906802,Beautiful park. Lots of options for fun exercise.,5
09/25/2021 21:49:46,Allison Ostertag,113089705019854727290,"Lovely place for a walk, dedicated volunteers and staff, beautiful Valley Green Inn is always wonderful",5
09/25/2021 18:51:24,Brenda Ragan,105721923790026094769,Perfect fall day !,5
09/24/2021 13:31:52,LeeAnn Marshall,118329417444669096886,Beautiful..,5
09/21/2021 20:21:00,Camila Miranda de Diaz,101251381222554250879,"Es una buena ruta para caminar, montar en bicicleta o trotar.",5
09/21/2021 01:30:44,Stephen Summers,104253720190261607182,Great place,5
09/19/2021 21:56:25,chau chaus,112953936993852340473,Very nice trails for all level of hikers,5
09/18/2021 23:44:13,Hannah Perle,102053635372424049003,I love wissahickon. So many trails so many cool hidden spots. Great for photography and I love the water and naulture. It's absolutely gorgeous every time you go !!!!,5
09/18/2021 19:52:40,Brian Ly (BRuticIAN),103850155677596917340,"Very nice park. A little difficult to get to, but the trail and river running througb is a sight to see. If you love being in nature then this is a must see spot. Be prepared for hiking as this was one of my challenges.",5
09/17/2021 15:41:33,Chris Mitchell,109863067562549942753,"Fantastic park to walk, bike, and explore.",5
09/17/2021 01:15:18,Renee,117894446969573594630,"What a wonderful nature path. You can walk, jog, bike and even horseback thru the forbidden drive!",5
09/14/2021 12:32:16,Kendall Sanders,114077534694282235194,Beautiful park! Just get there early because parking can be an issue.,5
09/13/2021 22:26:34,Kyle Hinton,116963471684128633368,Loved the trails and the creek. Coming back with my bike,5
09/13/2021 20:33:45,Art By Alysia,106170160013156601143,We love it here! So many awesome trails and the water is beautiful.,5
09/13/2021 18:00:56,Shirley Kanno,107720323275399462277,Such a calm walk in nature.,5
